keyword clean,wikidata label,qid,mesh id,yso id,occurrences
monomeric gtp-binding proteins,Monomeric GTP-Binding Proteins,Q78190013,D020559,,1
oxidative phosphorylation,oxidative phosphorylation,Q227564,D010085,,1
cell dedifferentiation,cell dedifferentiation,Q14911759,D054337,,1
multipotent stem cells,multipotency,Q1760914,D039902,,1
cell plasticity,Cell Plasticity,Q71129238,D000066670,,1
genetic heterogeneity,genetic heterogeneity,Q3733697,D018740,,1
ferromagnetism semiconductors physics,ferromagnetism semiconductors physics,,,,1
gastrointestinal hemorrhage,gastrointestinal bleeding,Q1495657,D006471,,1
precursor b-cell lymphoblastic leukemia-lymphoma,precursor lymphoblastic lymphoma/leukemia,Q18556893,D054198,,1
bleeding,bleeding,Q166019,D006470,16148,1
gastrointestinal,gastrointestinal system disease,Q2300099,D004066,,1
hemorrhagic cystitis,hemorrhagic cystitis,Q5712565,,,1
sti prevention,sti prevention,,,,1
sti transmission,sti transmission,,,,1
condomless sex,condomless sex,,,,1
necrosis,necrosis,Q178069,D009336,,1
peripheral vascular diseases,arterial occlusive disease,Q26695607,D016491,,1
sildenafil citrate,sildenafil citrate,Q27126379,D000068677,,1
skin ulcer,ulcer,Q6452285,D012883,,1
vasodilator agents,vasodilator agent,Q4008956,D014665,,1
cervical rib,cervical rib,Q964519,D057070,,1
digital necrosis,digital necrosis,,,,1
sildenafil,sildenafil,Q191521,,,1
unilateral raynaud phenomenon,unilateral raynaud phenomenon,,,,1
densitometers,densitometers,,,,1
reflectometers,reflectometers,,,,1
process monitoring and control,process monitoring and control,,,,1
light-emitting diodes,light-emitting diodes,,,,1
heart defects,congenital heart disease,Q939364,D006330,9888,1
mitral valve,mitral valve,Q369939,D008943,,1
abnormalities,Abnormalities,Q4668180,,,1
capillary,capillary,Q103142,D002196,,1
microchip capillary-electrophoresis,microchip capillary-electrophoresis,,,,1
batch injection-analysis,batch injection-analysis,,,,1
chelation,chelation,Q319827,,,1
ion chromatography,ion chromatography,Q905749,D002852,,1
electro-driven extraction,electro-driven extraction,,,,1
electromembrane,Electromembrane extraction,Q25312984,,,1
conductometric detection,conductometric detection,,,,1
electrochemical methods,electrochemical methods,,,,1
amperometric detection,amperometric detection,,,,1
rapid-determination,rapid-determination,,,,1
oligoclonal bands,Oligoclonal band,Q2019827,D043025,,1
clinically definite multiple sclerosis (cdms),clinically definite multiple sclerosis (cdms),,,,1
epstein-barr nuclear antigen 1 (ebna-1),epstein-barr nuclear antigen 1 (ebna-1),,,,1
clinically isolated syndrome (cis),clinically isolated syndrome,Q338802,,,1
oligoclonal bands (ocbs),Oligoclonal band,Q2019827,D043025,,1
serum 25-hydroxyvitamin d3 (25-oh-d),serum 25-hydroxyvitamin d3 (25-oh-d),,,,1
mianserin,mianserin,Q416701,D008803,,1
cd4+ t lymphocytopenia,cd4+ t lymphocytopenia,,,,1
idiopathic primary hypogammaglobulinemia,idiopathic primary hypogammaglobulinemia,,,,1
mirtazapine,mirtazapine,Q421930,C035133,,1
noncoding control region,noncoding control region,,,,1
functioning daily routine,functioning daily routine,,,,1
allied healthcare assistant,allied healthcare assistant,,,,1
intention to leave,intention to leave,,,,1
double-tmf contact system,double-tmf contact system,,,,1
vacuum interrupter contact design,vacuum interrupter contact design,,,,1
high current interruption performance,high current interruption performance,,,,1
double-tmf arc control system,double-tmf arc control system,,,,1
double-transversal magnetic field structure,double-transversal magnetic field structure,,,,1
arc energy distribution,arc energy distribution,,,,1
b-field simulation,b-field simulation,,,,1
lorentz force calculation,lorentz force calculation,,,,1
bacteriological techniques,bacteriological techniques,Q68756090,D001431,,1
false negative reactions,type II error,Q1369221,D005188,,1
inter-firm cooperation,inter-firm cooperation,,,,1
training networks,training networks,,,,1
corporative vet,corporative vet,,,,1
initial vet,initial vet,,,,1
dual vet,dual vet,,,,1
case studies,case studies,,,,1
sociology of conventions,sociology of conventions,,,,1
autoreactivity,autoreactivity,,,,1
immunesurveillance,immunesurveillance,,,,1
tyrosine,L-Tyrosine,Q188017,D014443,,1
jun,June,Q120,,,1
proto-oncogene proteins c-jun,jun,Q29756949,,,1
transcriptional activation,Transcriptional Activation,Q71230901,D015533,,1
egg activation,egg activation,Q21122952,,,1
microtubule,microtubules,Q189933,D008870,,1
dchs1b,dchs1b,Q29764600,,,1
community re-integration,community re-integration,,,,1
goal-setting,goal setting,Q199027,,,1
manualized psychosocial intervention,manualized psychosocial intervention,,,,1
acenes,acene,Q418207,,,1
arenes,ArÃƒÆ’Ã‚Â¨nes,Q512341,,,1
carboxylic acid esters,carboxylic ester hydrolases,Q71436251,D002265,,1
grignard reactions,Grignard reaction,Q337748,,,1
organomagnesium reagents,organomagnesium reagents,,,,1
chemokine ccl8,chemokine ccl8,,,,1
chemokine receptors,chemokine receptors,,,,1
immunobiology,immunobiology,,,,1
hypocretin,Orexin,Q410857,,,1
lhx9,LHX9,Q18042706,,,1
pragmatic turn,pragmatic turn,,,,1
discursive turn,discursive turn,,,,1
neural progenitor cells,neural progenitor cell,Q23008986,,,1
brain perivascular cells,brain perivascular cells,,,,1
brain pericytes,brain pericytes,,,,1
monolayer culture,monolayer culture,,,,1
marrow stromal cells,Bone marrow stromal cell,Q101062563,,,1
parkinsons-disease,Parkinsons Disease Gene Ontology Initiative,Q27929334,,,1
neuroprogenitors,neuroprogenitors,,,,1
conversion,religious conversion,Q904756,,5412,1
expression,communication,Q11024,D003142,36,1
ionomycin,Ionomycin calcium salt,Q421320,D015759,,1
membrane thickness,membrane thickness,,,,1
selective membrane permeability,selective membrane permeability,,,,1
gramicidin insertion,gramicidin insertion,,,,1
genetic pleiotropy,pleiotropy,Q1134884,D058685,,1
znf323,ZSCAN31,Q18045629,,,1
eqtl,Eqtn,Q18262763,,,1
history education,history didactics,Q440770,,,1
practice theory,Practice theory,Q7237364,,,1
intensivpflege,critical care nursing,Q352454,D064648,,1
bewusstseinseingeschränkte patienten,bewusstseinseingeschränkte patienten,,,,1
cognitive impaired patients,cognitive impaired patients,,,,1
academic achievement,academic achievement,Q2748419,D000073978,,1
ethnic minority students,ethnic minority students,,,,1
sciences,sciences,,,,1
teaching,teaching,Q352842,D013663,,1
mathematics,mathematics,Q395,D008433,3160,1
microplastics profile along the rhine river,microplastics profile along the rhine river,,,,1
c1-inhibitor,Serpin family G member 1,Q416510,D050718,,1
fxii mutation,fxii mutation,,,,1
nonhistaminergic angioedema,nonhistaminergic angioedema,,,,1
antiviral immunity,antiviral immunity,,,,1
viral infection,viral infectious disease,Q1928978,D014777,16261,1
sully-prudhomme science poetry,sully-prudhomme science poetry,,,,1
agammaglobulinemia,agammaglobulinemia,Q1047559,D000361,,1
delayed diagnosis,delayed diagnosis,Q16634907,D057210,,1
phagocyte bactericidal dysfunction,phagocyte bactericidal dysfunction,Q7180167,D010585,,1
data integration,data integration,Q386824,,,1
protein interactome,protein interactome,,,,1
wax moulage,wax moulage,,,,1
animal experimentation,animal testing,Q38344,D032761,2780,1
editorial policies,editorial policies,,,,1
research report,research report,Q59387148,D058028,,1
liability,responsibility,Q1274115,,,1
disclosing,disclosing,Q5281498,,,1
anaesthesiologist,anesthesiologist,Q28837,D000072080,,1
blood circulation,blood circulation,Q14852003,D001775,16243,1
leukocyte reduction procedures,leukocyte reduction procedures,,,,1
chemokine cxcl12,C-X-C motif chemokine ligand 12,Q408598,D054377,,1
fluorescein-5-isothiocyanate,fluorescein 5-isothiocyanate,Q59647575,D016650,,1
microfluidic analytical techniques,Microfluidic Analytical Techniques,Q73217218,D046210,,1
cxcr4,C-X-C motif chemokine receptor 4,Q415718,D019718,,1
time-lapse imaging,time-lapse imaging,,,,1
spectrum physics,spectrum,Q654182,,,1
kupffer cells,Kupffer cell,Q513486,D007728,,1
muramidase,muramidase L15795,Q23188639,,,1
pseudomonas infections,Pseudomonas infection,Q7255052,D011552,,1
narcolepsy,narcolepsy,Q189561,D009290,,1
neuropeptide,neuropeptides,Q419968,D009479,,1
pluripotent,induced pluripotent stem cell,Q674925,D057026,,1
benzamides,benzamide,Q55499606,D001549,,1
prospective reimbursement,prospective reimbursement,,,,1
inpatient payment systems,inpatient payment systems,,,,1
heteroscedastic frontier models,heteroscedastic frontier models,,,,1
physical examination,physical examination,Q835153,D010808,,1
shoulder,shoulder,Q16363,D012782,12996,1
medical communication,medical communication,,,,1
cell nucleus,cell nucleus,Q40260,D002467,2411,1
growth cones,growth cone,Q559423,D020439,,1
hmgn proteins,hmgn proteins,,,,1
behavioral economics,behavioral economics,Q647525,D060909,,1
health psychology,health psychology,Q1403186,,,1
cd40,CD40,Q17859635,,,1
illness behavior,illness behavior,,,,1
interleukin-10,Interleukin 10,Q423698,D016753,,1
ab_10562207,ab_10562207,,,,1
ab_531908,ab_531908,,,,1
ab_591819,ab_591819,,,,1
rrid,rrid,,,,1
ab_10053281,ab_10053281,,,,1
scires_000161,scires_000161,,,,1
vsv,VSV,Q2370483,,,1
anterograde,anterograde amnesia,Q572111,D020324,,1
centrifugal,centrifugal,,,,1
polysynaptic,polysynaptic,,,,1
retina,retina,Q169342,D012160,,1
retrograde,retrograde,,,,1
transsynaptic,transsynaptic,,,,1
visual pathways,visual pathways,Q68015725,D014795,,1
nanocolloidal iron carbohydrates,nanocolloidal iron carbohydrates,,,,1
nonbiological complex drugs,nonbiological complex drugs,,,,1
stepwise regulatory approach for follow-on versions,stepwise regulatory approach for follow-on versions,,,,1
natural goodness,Natural Goodness,Q25506676,,,1
form of life,form of life,Q422742,,,1
practices,painter,Q1028181,,,1
politics,politics,Q7163,D011057,454,1
agamben,agamben,,,,1
benjamin,Benjamin,Q460763,,,1
judith katzir,Judith Katzir,Q7212787,,,1
stefan zweig,Stefan Zweig,Q78491,,,1
jewish studies,Jewish studies,Q42002,,,1
hebrew literature,Hebrew literature,Q1057314,,,1
langerhans cells,Langerhans cell,Q1623344,D007801,,1
primates,primate,Q7380,D011323,18045,1
amphiphilic block copolymer vesicles,amphiphilic block copolymer vesicles,,,,1
dissociation constant,dissociation constant,Q898254,,,1
fluorescence cross-correlation spectroscopy,Fluorescence cross-correlation spectroscopy,Q8564081,,,1
invasion inhibition,invasion inhibition,,,,1
bose-einstein condensation persistent currents berry phase dynamics magnetization spintronics particles insulator systems physics,bose-einstein condensation persistent currents berry phase dynamics magnetization spintronics particles insulator systems physics,,,,1
bose-einstein condensation spin caloritronics room-temperature insulator physics,bose-einstein condensation spin caloritronics room-temperature insulator physics,,,,1
huntington disease,Huntington disease,Q190564,D006816,18497,1
ki-67 antigen,marker of proliferation Ki-67,Q409106,D019394,,1
microtubule-associated proteins,microtubule-associated proteins,Q1102066,D008869,,1
huntington's disease,Huntington disease,Q190564,D006816,18497,1
lesion-induced neurogenesis,lesion-induced neurogenesis,,,,1
parenchymal progenitors,parenchymal progenitors,,,,1
stem cell quiescence,stem cell quiescence,,,,1
same-sex families,same-sex families,,,,1
queer kinship,queer kinship,,,,1
queer theory,queer theory,Q658022,,,1
affect theory,Affect theory,Q4688873,,,1
queer politics,queer politics,,,,1
epidural space,epidural space,Q3966104,D004824,,1
clinical characteristics and symptoms,clinical characteristics and symptoms,,,,1
profound hyponatremia,profound hyponatremia,,,,1
mid-regional pro-atrial natriuretic peptide,mid-regional pro-atrial natriuretic peptide,,,,1
profound hyponatraemia,profound hyponatraemia,,,,1
volume status,Intravascular volume status,Q6058580,,,1
magnetohydrodynamics,magnetohydrodynamics,Q2549249,,,1
mhd,Mashhad International Airport,Q1152024,,,1
magnetars,magnetars,,,,1
epstein-barr virus nuclear antigens,Epstein-Barr Virus Nuclear Antigens,Q77839016,D019309,,1
granzymes,granzymes,,,,1
herpesvirus 4,EpsteinÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“Barr virus,Q6900,D004854,,1
viral matrix proteins,viral matrix protein,Q1908996,D014763,,1
ifn-gamma selection,ifn-gamma selection,,,,1
ptld,Post-transplant lymphoproliferative disorder,Q1594599,,,1
t-cell transfer,t-cell transfer,,,,1
grammatical evolution,Grammatical evolution,Q5593687,,,1
neutral evolution,Neutral theory of molecular evolution,Q1055017,,,1
genetic operator,genetic operator,Q629399,,,1
genotype-phenotype mapping,genotype-phenotype mapping,,,,1
jean rouch,Jean Rouch,Q166405,,,1
youth research,youth research,,,,1
exchange,exchange,Q179076,,,1
ethnofiction,ethnofiction,Q3059309,,,1
shared anthropology,shared anthropology,,,,1
teaching visual anthropology,teaching visual anthropology,,,,1
jugend,Art Nouveau,Q34636,,8952,1
selbstrepräsentation,selbstrepräsentation,,,,1
transnationalisierung,transnationalisierung,,,,1
performance-ethnografie,performance-ethnografie,,,,1
stadtforschung,urbanism,Q59950,,24981,1
peacekeeping,United Nations peacekeeping,Q219575,,,1
humanitarian,humanitarian,Q15978331,,,1
dr congo,Democratic Republic of the Congo,Q974,D015023,110631,1
game evaluation,game evaluation,,,,1
mobile app,mobile app,Q620615,D063731,,1
serious games,serious game,Q1506693,,,1
fun,fun,Q1255864,,,1
enjoyment,Enjoyment,Q5379008,,,1
playability,Playability,Q21190080,,,1
multiphoton processes,multiphoton processes,,,,1
squeezed states,Squeezed states of light,Q49001328,,,1
emphysema,pulmonary emphysema,Q188605,D011656,,1
hyaluronic acid,hyaluronic acid,Q337231,D006820,,1
hyaluronoglucosaminidase,Hyaluronidase,Q21141765,D006821,,1
pulmonary emphysema,pulmonary emphysema,Q188605,D011656,,1
respiratory function tests,respiratory function tests,,,,1
neutron-induced fission,neutron-induced fission,,,,1
neutron physics,neutron physics,,,,1
220,220,,,,1
myelopoiesis,myelopoiesis,Q9032597,D038042,,1
yersinia infections,yersinia infections,,,,1
yersinia enterocolitica,Yersinia enterocolitica,Q135177,D015008,,1
bacterial infection,bacterial infectious disease,Q727028,D001424,,1
dermatitis,dermatitis,Q229256,D003872,,1
atopic,atopy,Q757678,,344,1
coding potential,coding potential,,,,1
gene annotation,gene annotation,Q19753318,,,1
ncrnas,ncrnas,,,,1
short orfs,short orfs,,,,1
non-contact atomic force microscopy (ncafm),non-contact atomic force microscopy (ncafm),,,,1
single molecule,single molecule,,,,1
force spectroscopy,force spectroscopy,Q49298,,,1
manipulation,manipulation,Q75630156,,,1
properties,properties,,,,1
sn 1987,SN 1987A,Q584905,,,1
language acquisition,language acquisition,Q815859,,,1
artificial language learning,artificial language learning,,,,1
novel construction learning,novel construction learning,,,,1
argument structure,argument structure,,,,1
generalization,generalization,Q170084,,20099,1
founder effect,founder effect,Q504568,D018703,,1
muscle proteins,muscle proteins,Q69632594,D009124,,1
rna trafficking,rna trafficking,,,,1
rna localization,RNA localization,Q21096252,,,1
rna visualization,rna visualization,,,,1
thought suppression,thought suppression,Q3495864,,,1
brooding,brooding,,,,1
ganciclovir,ganciclovir,Q417640,D015774,,1
thinness,underweight,Q1146902,D013851,,1
feed quality,feed quality,,,,1
blood cell populations,blood cell populations,,,,1
estrogenic potential,estrogenic potential,,,,1
dietary exposure,dietary exposure,,,,1
zearalenone (zen),zearalenone (zen),,,,1
cyprinus carpio l.,cyprinus carpio l.,,,,1
